500 7.7668e-21
1000 5.8245e-19
1500 3.5553e-18
2000 9.7592e-18
2500 1.8739e-17
3000 2.9676e-17
3500 4.1819e-17
4000 5.4584e-17
4500 6.7555e-17
5000 8.0445e-17
5500 9.3064e-17
6000 1.0529e-16
6500 1.1705e-16
7000 1.2830e-16
7500 1.3903e-16
8000 1.4924e-16
8500 1.5893e-16
9000 1.6811e-16
9500 1.7680e-16
10000 1.8504e-16
