4.999999999999998181e+03 -4.043823773898839563e-05
5.435613490966312384e+03 -4.590259588982333354e-05
5.923335151959307041e+03 -5.241344414680016339e-05
6.471195388860890489e+03 -6.021858281069603053e-05
7.088756661135607828e+03 -6.963578585324377290e-05
7.787465619947091000e+03 -8.107585462897116740e-05
8.581100868902794900e+03 -9.507440479905658430e-05
9.486346579617065800e+03 -1.123361520243175898e-04
1.052353319881690732e+04 -1.337972960702414637e-04
1.171760205984019194e+04 -1.607144403733757655e-04
1.309937301168088743e+04 -1.947929385525523551e-04
1.470722649837512472e+04 -2.383746628308727267e-04
1.658935897893024958e+04 -2.947167091152075140e-04
1.880684124928395977e+04 -3.684115753215951266e-04
2.143781607221172089e+04 -4.660313754323871615e-04
2.458333571460960593e+04 -5.971337160042212077e-04
2.837559682230760882e+04 -7.758637171860196732e-04
3.298973960126212478e+04 -1.023561295657725821e-03
3.866104517735585250e+04 -1.373106336122383855e-03
4.571047629169955326e+04 -1.876351719231986528e-03
5.458340577747666975e+04 -2.617211380643813708e-03
6.590971562547350186e+04 -3.735459080387002178e-03
8.059950324078567792e+04 -5.471590836509314208e-03
9.999999999999992724e+04 -8.254903151361977706e-03
