2.999999999999998863e+02 2.404810237842154157e-12
3.484868017288556530e+02 2.231396238878863444e-12
4.080114058427742521e+02 2.062643305054887466e-12
4.819022321986483917e+02 1.899183683582622565e-12
5.747685427721786482e+02 1.742295746798669391e-12
6.931144200503878210e+02 1.594256215811221510e-12
8.463135126864515314e+02 1.458513988155770142e-12
1.048201671788009435e+03 1.339470740910598515e-12
1.319765465888816834e+03 1.241907588008656428e-12
1.693853407386851359e+03 1.170436877374653404e-12
2.223796370776844924e+03 1.129453487252663498e-12
2.999999999999998636e+03 1.123859417020021913e-12
